matiere,cours,question n,source,texte de la question,option A,option B,option C,option D,option E,reponse
théme 14,Motricité digestive,32,(JANVIER 2019),La relaxation réceptrice de l'estomac proximal:,Est contrôlée par le système nerveux intrinsèque.,Est altérée lors d'une vagotomie tronculaire.,Ne débute qu'à l'arrivée des aliments dans l'estomac.,Est due à un contrôle myogène.,Favorise la vidange des liquides.,B
théme 14,Motricité digestive,33,(JANVIER 2019),Le pylore:,Est largement ouvert pendant la période postprandiale.,Est fermé tout le long de la période interprandiale.,Est fermé quand la contraction antrale est à son niveau maximal.,Intervient dans la régulation de la vidange gastrique.,Sa fermeture est contrôlée par des réflexes entéro-gastriques.,CDE
théme 14,Motricité digestive,34,(JANVIER 2019),La vidange gastrique est plus lente:,Pour un repas solide que liquide.,Pour les lipides que les protides.,Pour un repas hypo-osmotique qu'hyperosmotique.,Suite à une vagotomie sélective qu'une vagotomie tronculaire.,Après stimulation cholinergique vagale puis NANC vagale.,AB
théme 14,Motricité digestive,35,(JANVIER 2019),Le peptide inhibiteur gastrique (GIP):,Est un neurotransmetteur du nerf vague.,Est sécrété par les cellules G gastriques.,Inhibe la sécrétion de gastrine.,Inhibe la vidange gastrique.,Favorise la relaxation réceptrice de l'estomac proximal.,CDE
théme 14,Motricité digestive,36,(JANVIER 2019),La présence de peptides et d'acides gras dans le duodénum stimule:,La sécrétion du pancréas exocrine.,L'activité de l'entérokinase.,La vidange biliaire.,La sécrétion acide gastrique.,La vidange gastrique.,ABC
théme 14,Motricité digestive,37,(JANVIER 2019),Pendant la période inter-digestive:,L'œsophage peut être le siège d'un péristaltisme primaire.,L'estomac proximal est légèrement contracté.,L'estomac distal ne présente aucune activité contractile.,Le colon est le siège de complexes myoélectriques migrants (CMM).,La sécrétion de motiline est stimulée.,ABE
théme 14,Motricité digestive,38,(JANVIER 2019),Le réflexe recto-anal excitateur:,Concerne le sphincter anal externe.,Permet la continence.,Est absent en cas d'atteinte du système nerveux intrinsèque.,Est involontaire.,Est présent chez le nouveau-né.,AB
théme 14,Motricité digestive,39,(JANVIER 2019),Le système nerveux parasympathique cholinergique stimule:,La sécrétion salivaire.,La fermeture du sphincter inférieur de l'œsophage.,La relaxation réceptrice de l'estomac proximal.,Le remplissage de la vésicule biliaire.,La sécrétion intestinale.,ABE
théme 14,Motricité digestive,40,(JANVIER 2017),Les ondes lentes:,Ont une fréquence identique tout le long du tube digestif.,Sont absentes au niveau du sphincter inférieur de l'œsophage.,Sont enregistrées au niveau de toutes les cellules musculaires lisses du tube digestif.,Ont une fréquence supérieure ou égale à celle des contractions au niveau d'un segment digestif donné.,Sont absentes en cas d'atteinte du système nerveux intrinsèque.,D
théme 14,Motricité digestive,41,(JANVIER 2017),Le plexus myentérique:,Est présent au niveau de la paroi rectale.,Peut avoir des effets inhibiteurs sur la motricité intestinale.,Agit sur les cellules de Cajal.,Est à l'origine de l'automatisme de la cellule musculaire lisse digestive.,Est composé d'afférences et d'efférences parasympathiques.,ABC
théme 14,Motricité digestive,42,(JANVIER 2017),"Au niveau du tube digestif, les réflexes centraux:",Mettent en jeu les systèmes nerveux sympathique et parasympathique.,N'interviennent qu'en période post prandiale.,Sont toujours inhibiteurs.,Font intervenir des fibres afférentes du système nerveux intrinsèque.,Sont nécessairement volontaires.,A
théme 14,Motricité digestive,43,(JANVIER 2017),"Au niveau du tube digestif, le système nerveux sympathique:",Permet l'ouverture du pylore s'il est stimulé.,Intervient dans les réflexes intermédiaires.,Exerce des effets inhibiteurs ou stimulateurs sur la cellule musculaire lisse.,Peut agir sur le système nerveux intrinsèque pour réguler la motricité intestinale.,Intervient dans le réflexe gastro-colique.,BD
théme 14,Motricité digestive,44,(JANVIER 2017),La progression du bol alimentaire au niveau de l'œsophage proximal est contrôlée par:,Les cellules de Cajal.,Le système nerveux intrinsèque.,Le système nerveux sympathique.,Le système nerveux parasympathique cholinergique.,Le système nerveux parasympathique non adrénergique non cholinergique.,D
théme 14,Motricité digestive,45,(JANVIER 2017),Au niveau de l'œsophage distal (deux tiers inférieurs du corps):,Le péristaltisme primaire est toujours suivi d'un péristaltisme secondaire.,Le péristaltisme secondaire est d'origine myogène.,Les réflexes intra-muraux sont à l'origine des mouvements de segmentation.,Une vagotomie entraîne une absence de péristaltisme.,La pression œsophagienne est négative au repos.,E
théme 14,Motricité digestive,46,(JANVIER 2017),La relaxation du sphincter inférieur de l'œsophage lors de la déglutition:,Est d'origine neurogène.,Est synchrone à la relaxation du sphincter supérieur de l'œsophage (SSO).,Dure plus longtemps que celle du SSO.,Est altérée en cas de vagotomie.,Démarre à l'arrivée de l'aliment à son niveau.,ACD
théme 14,Motricité digestive,47,(JANVIER 2017),La cellule musculaire lisse du fundus est caractérisée par:,Son contact étroit avec les cellules pacemaker.,La présence au repos d'ondes lentes.,Une grande compliance.,Un potentiel de repos proche du potentiel seuil.,Sa contraction tonique en interprandial.,CDE
théme 14,Motricité digestive,48,(JANVIER 2017),Le brassage gastrique:,Est dû à des mouvements de segmentation de l'antre.,Est indispensable pour la vidange des liquides.,Est régulé par le système nerveux extrinsèque.,Est aboli suite à une vagotomie tronculaire.,Est stimulé par la gastrine.,CE
théme 14,Motricité digestive,49,(JANVIER 2017),Le gastric inhibiting peptid (GIP):,Est sécrété par les cellules endocrines intestinales.,Est sécrété lors de la présence d'un chyme acide au niveau duodénal.,Entraîne la fermeture du pylore.,Est aussi appelé bombésine.,Est un neurotransmetteur au système nerveux intrinsèque.,AC
théme 14,Motricité digestive,50,(JANVIER 2017),Le mouvement péristaltique au niveau du tube digestif:,Est présent au niveau de l'estomac distal.,Concerne les couches musculaires circulaires et longitudinales de la musculeuse.,Est absent en interprandial au niveau de l'intestin.,Est aboli au niveau de l'intestin en cas d'atteinte du système nerveux extrinsèque.,Consiste en un raccourcissement de la paroi et une diminution du diamètre de la lumière en amont du bol alimentaire.,ABE
théme 14,Motricité digestive,51,(JANVIER 2017),Le réflexe iléo-gastrique:,Est un réflexe intermédiaire.,Est mis en jeu suite à une distension iléale.,Sa voie afférente est extrinsèque.,Fait intervenir le système nerveux sympathique.,Entraîne la stimulation de la vidange gastrique.,ABD
théme 14,Motricité digestive,52,(JANVIER 2017),La motiline:,Est une hormone gastrique.,Stimule la motricité antrale.,Ferme le pylore.,Stimule les mouvements en masse coliques.,Relâche le sphincter anal interne.,B
théme 14,Motricité digestive,53,(JANVIER 2017),La motricité colique:,Est due à des complexes myoélectriques migrants en interprandial.,Est contrôlée par les cellules de Cajal.,Est accélérée par la distension iléale.,Est régulée par le système nerveux autonome.,Est inhibée par la distension gastrique.,CD
théme 14,Motricité digestive,54,(JANVIER 2015),"Au niveau du tube digestif, le système nerveux intrinsèque:",Régule le péristaltisme intestinal.,A un effet inhibiteur et/ou stimulateur sur la fibre musculaire lisse.,Est à l'origine de la régulation myogène.,Intervient dans les réflexes intermédiaires.,Entraîne l'apparition des ondes lentes au niveau de la cellule musculaire lisse.,ABD
théme 14,Motricité digestive,55,(JANVIER 2015),La contraction de la cellule musculaire lisse intestinale:,A une fréquence qui dépasse généralement celle des ondes lentes.,A une intensité qui dépend de la fréquence des potentiels d'action.,Ne peut se voir que si l'onde lente est superposée de potentiels d'action.,Est indépendante de l'activité des cellules de Cajal.,Est absente en cas d'atteinte du système nerveux intrinsèque.,BC
théme 14,Motricité digestive,56,(JANVIER 2015),Les ondes lentes:,Sont enregistrées au niveau de toutes les fibres musculaires lisses digestives.,Sont toujours superposées par des potentiels d'action.,Sont absentes en interprandial.,Ont la même fréquence tout le long du tube digestif.,Sont contrôlées par les systèmes nerveux intrinsèque et extrinsèque.,E
théme 14,Motricité digestive,57,(JANVIER 2015),La stimulation du nerf vague cholinergique entraîne:,Une stimulation de la sécrétion acide gastrique.,La fermeture du sphincter anal externe.,L'ouverture du sphincter anal interne.,La relaxation réceptrice de l'estomac proximal.,Une stimulation de l'activité motrice œsophagienne.,AE
théme 14,Motricité digestive,58,(JANVIER 2015),Les réflexes intra-muraux:,Mettent en jeu uniquement le système nerveux intrinsèque.,Sont mis en jeu lors des mouvements de segmentation et de péristaltisme intestinaux.,Sont à l'origine de l'ouverture du sphincter anal interne.,Mettent en jeu les ganglions sympathiques.,N'interviennent qu'au niveau de l'intestin.,AB
théme 14,Motricité digestive,59,(JANVIER 2015),L'activité motrice de l'œsophage proximal est contrôlée par:,Un contrôle myogène.,Le système nerveux intrinsèque.,Le système nerveux sympathique.,Le système nerveux parasympathique cholinergique.,Le système nerveux parasympathique non adrénergique non cholinergique (NANC).,D
théme 14,Motricité digestive,60,(JANVIER 2015),"Au niveau de l'œsophage, une vagotomie entraîne:",Une absence de fermeture du sphincter supérieur de l'œsophage (SSO).,Une absence de péristaltisme au niveau de l'œsophage proximal.,Une absence de péristaltisme au niveau de l'œsophage distal.,Une difficulté d'ouverture du sphincter inférieur de l'œsophage.,Une motricité anormale uniquement au niveau de l'œsophage proximal.,ABE
théme 14,Motricité digestive,61,(JANVIER 2015),La relaxation du sphincter inférieur de l'œsophage:,Se fait en même temps que celle du SSO.,A une durée plus longue que celle du SSO.,Démarre à l'arrivée de l'aliment à son niveau.,Est favorisée par le vague.,Est d'origine myogène.,BCD
théme 14,Motricité digestive,62,(JANVIER 2015),La relaxation réceptrice de l'estomac proximal:,Est altérée en cas de vagotomie tronculaire.,Démarre à l'arrivée des aliments dans l'estomac.,Est favorisée par la stimulation du vague NANC.,Favorise la vidange des liquides.,Met en jeu le système nerveux intrinsèque.,ABC
théme 14,Motricité digestive,63,(JANVIER 2015),L'estomac distal:,Est le siège de complexes myoélectriques migrants en post prandial.,Est le siège de mouvements de segmentation pour broyer les aliments.,Joue un rôle important dans la vidange des liquides.,Est silencieux en interprandial.,Est très riche en cellules G.,E
théme 14,Motricité digestive,64,(JANVIER 2015),La vidange gastrique:,Des liquides est plus rapide que celle des solides.,D'un repas hypo-osmotique est plus rapide que celle d'un repas iso-osmotique.,D'un repas riche en graisses est plus rapide que celle d'un repas riche en protéines.,A une vitesse proportionnelle au volume du repas.,Est régulée par les systèmes nerveux intrinsèque et extrinsèque.,AE
théme 14,Motricité digestive,65,(JANVIER 2015),"En post prandial, la motricité de l'estomac distal est favorisée par:",La gastrine.,La cholécystokinine.,La sécrétine.,La somatostatine.,La motiline.,A
théme 14,Motricité digestive,66,(JANVIER 2015),Les mouvements de brassage au niveau de l'intestin:,Sont régulés par le système nerveux intrinsèque.,Intéressent les couches musculaires circulaires et longitudinales.,Entraîne une diminution du diamètre de la lumière en amont et en aval du bol alimentaire.,Ne sont pas présents au niveau du colon.,Ont pour rôle de propulser le bol alimentaire vers l'avant.,AC
théme 14,Motricité digestive,67,(JANVIER 2015),Les mouvements en masse au niveau du colon:,Sont présents uniquement en post prandial.,Peuvent entraîner la sensation de défécation.,Sont régulés uniquement par le système nerveux autonome.,Sont dus à des réflexes intermédiaires.,Peuvent se voir suite à une distension gastrique.,ABE
théme 14,Motricité digestive,68,(JANVIER 2015),La motricité rectale est régulée par:,Une régulation myogène.,Le nerf vague cholinergique.,Le système nerveux parasympathique.,La volonté.,Le système nerveux intrinsèque.,A
théme 14,Motricité digestive,69,(JANVIER 2015),Le réflexe recto-anal excitateur:,Est sous le contrôle de la volonté.,Se voit lors de la défécation.,Est absent en cas d'atteinte du système nerveux intrinsèque.,Permet d'ouvrir le sphincter anal interne.,Précède le réflexe recto-anal inhibiteur.,A
théme 14,Motricité digestive,70,(JANVIER 2014),La régulation myogène de la motricité digestive est absente au niveau du:,Fundus.,Duodénum.,Sphincter inférieur de l'œsophage.,Sphincter anal externe.,Corps de l'œsophage.,ADE
théme 14,Motricité digestive,71,(JANVIER 2014),"Au niveau du tube digestif, le système nerveux intrinsèque est responsable:",De l'automatisme des cellules musculaires lisses.,Du péristaltisme intestinal.,De la régulation myogène.,Des réflexes intermédiaires.,De l'activité des muscles de la mastication.,BCD
théme 14,Motricité digestive,72,(JANVIER 2014),Les ondes lentes:,Ont pour origine les cellules musculaires lisses longitudinales.,Sont présentes tout le long du tube digestif.,Naissent au niveau des cellules de Cajal.,Sont directement à l'origine des contractions musculaires.,Ont la même fréquence d'apparition quelque soit le segment du tube digestif.,C
théme 14,Motricité digestive,73,(JANVIER 2014),"Lors de la déglutition, la pénétration de l'aliment dans la trachée est prévenue par:",La fermeture du sphincter supérieur de l'œsophage.,L'élévation du voile de palais.,L'abaissement de l'épiglotte.,L'abaissement du larynx.,Les mouvements de la langue.,C
théme 14,Motricité digestive,74,(JANVIER 2014),"Lors de la déglutition, la progression du bol alimentaire est assurée par:",L'innervation intrinsèque au niveau du tiers supérieur du corps de l'œsophage.,Un centre nerveux bulbaire.,Le péristaltisme secondaire.,Des mouvements de segmentation.,La contraction des cellules musculaires de la couche circulaire en amont du bol alimentaire.,BE
théme 14,Motricité digestive,75,(JANVIER 2014),Une vagotomie tronculaire bilatérale entraîne en post prandial:,Un ralentissement de la vidange gastrique des liquides.,Une inhibition de la relaxation réceptrice de l'estomac proximal.,Une inhibition de la sécrétion acide gastrique.,Une stimulation de la cellule à histamine (ECL).,Une stimulation de la motricité antrale.,BC
théme 14,Motricité digestive,76,(JANVIER 2014),Le système nerveux sympathique:,Favorise la distension du rectum.,Ferme le pylore.,Intervient dans les réflexes intermédiaires.,Agit par l'intermédiaire du VIP et du NO comme neurotransmetteurs.,Stimule le vague NANC.,BC
théme 14,Motricité digestive,77,(JANVIER 2014),Le vomissement:,Est un mécanisme réflexe.,Nécessite le relâchement du diaphragme.,Résulte d'un péristaltisme rétrograde qui permet d'expulser le contenu gastrique par la bouche.,Met en jeu le système nerveux végétatif.,Est contrôlé par un centre médullaire.,ACD
théme 14,Motricité digestive,78,(JANVIER 2014),Les complexes myoélectriques migrants (CMM):,Constituent l'activité post prandiale de l'intestin grêle.,Sont traduits par des mouvements de segmentation et de péristaltisme.,Franchissent la valvule iléo-caecale.,Permettent le nettoyage de l'intestin.,Présentent une phase 3 plus longue que la phase 1.,D
théme 14,Motricité digestive,79,(JANVIER 2014),La motiline stimule:,La motricité antrale.,La fermeture du pylore.,La relaxation réceptrice du fundus.,La vidange gastrique en post prandial.,L'apparition des CMM.,AE
théme 14,Motricité digestive,80,(JANVIER 2014),Le réflexe gastro-colique:,Est un réflexe central.,Entraîne l'inhibition de la motricité colique.,Est mis en jeu suite à la distension colique.,Sa voie afférente appartient au système nerveux intrinsèque.,Accélère la vidange gastrique.,A
théme 14,le jéjuno-ileon,1,(Janvier 2024),L'AMS vascularise :,La duodéno-pancréas,L'estomac,La rate,Le rectum,L'intestin grêle,AE
théme 14,le jéjuno-ileon,2,(Janvier 2020),Concernant les vaisseaux et les lymphatiques du tube digestif :,"L'artère mésentérique supérieure prend origine en arrière du pancréas puis elle passe en avant du processus uncinatus et du troisième duodénum, se situant à gauche de la veine mésentérique supérieure.",Les branches gauches de l'artère mésentérique supérieure s'anastomosent entre elles en formant un système d'arcades (jusqu'à 6 à 7 arcades) qui se terminent en vaisseaux droits qui pénètrent l'intestin.,L'artère rectale supérieure tient sous sa dépendance toutes les tuniques du rectum pelvien et la muqueuse du canal anal.,Les collecteurs lymphatiques inférieurs du rectum se drainent dans les nœuds hypogastriques.,Les nerfs végétatifs du rectum proviennent du plexus mésentérique inférieur et deux plexus hypogastriques.,ABCE
théme 14,le jéjuno-ileon,3,(Novembre 2003),La veine mésentérique supérieure :,Naît dans le mésocôlon ascendant au voisinage de l'angle iléo-colique.,Monte à droite de l'artère mésentérique supérieure jusqu'au bord inférieur de l'isthme pancréatique.,Collecte le sang veineux du jéjuno-iléon.,Reçoit la veine gastro-épiploïque gauche.,Collecte le sang veineux du côlon droit.,BCE
théme 14,le jéjuno-ileon,4,(Novembre 2003),La veine mésentérique inférieure :,"Naît à la face postérieure du rectum, de la confluence des veines rectales supérieures droite et gauche.",Monte d'abord dans la racine verticale du méso-sigmoïde.,Monte ensuite dans le mésocôlon descendant latéralement à l'uretère lombaire.,Se termine derrière l'isthme pancréatique dans la veine mésentérique supérieure.,Collecte le sang veineux du côlon gauche et de l'ampoule rectale.,E
théme 14,le jéjuno-ileon,5,(Novembre 1999),Un méso :,Comprend deux feuillets péritonéaux.,Permet d'accoler un organe à la paroi abdominale postérieure.,Renferme des éléments vasculaires.,Renferme des éléments nerveux.,Renferme des éléments lymphatiques.,ACDE
théme 14,le jéjuno-ileon,6,(Novembre 1999),La veine mésentérique inférieure :,Est une branche du système porte.,Reçoit des collatérales du jéjuno-iléon.,Reçoit des collatérales du duodénum.,Reçoit des collatérales du pancréas.,Reçoit ces collatérales du côlon gauche.,AE
théme 14,le jéjuno-ileon,7,(Décembre 1998),La veine mésentérique inférieure :,Fait partie du système porte.,A une terminaison commune avec la veine splénique.,Draine l'estomac.,Draine le duodéno-pancréas.,Draine le côlon droit.,AB
théme 14,le jéjuno-ileon,8,(Juillet 1997),L'artère mésentérique :,Naît directement de l'aorte.,Contribue à la vascularisation du pancréas.,Contribue à la vascularisation de l'estomac.,Contribue à la vascularisation du côlon droit.,Contribue à la vascularisation de l'intestin grêle.,ABDE
théme 14,le duodénum et pancrèas,1,(Janvier 2020),Le duodénum de pancréas:,La deuxième portion réalise avec la première portion le genu-inférius.,La papille duodénale mineure est située à 3 cm environ au-dessous et un peu en avant de la papille duodénale majeure.,"L'entité anatomique bloc duodéno-pancréas désigne le duodénum, la tête et l'isthme pancréatiques.","La racine méso-colon transverse commence au bord interne du deuxième duodénum, oblique en haut et à gauche, elle croise la face antérieure de la tête et de l'isthme du pancréas.","La face antérieure du pancréas gauche répond à la bourse omentale et, par l'intermédiaire de cette cavité virtuelle, à la face postérieure du rein gauche.",ABCD
théme 14,le duodénum et pancrèas,2,(Janvier 2020),Le duodéno-pancréas:,La vascularisation artérielle du duodéno-pancréas est essentiellement tributaire de l'artère gastro-duodénale et de l'artère splénique.,"L'artère pancréatique dorsale se détache généralement de l'artère splénique, parfois de l'hépatique commune, elle descend verticalement sur la face postérieure de l'isthme pancréatique.",La vascularisation veineuse est tributaire de la veine porte et de la veine mésentérique supérieures antérieures.,L'arcade veineuse pancréatico-duodénale postérieure est formée par l'anastomose de la pancréatico-duodénale inférieure gauche et de la veine gastro-colique.,Les collecteurs lymphatiques droits gagnent la chaîne hépatique.,BCE
théme 14,le duodénum et pancrèas,3,(Juillet 2002),La vascularisation du pancréas est tributaire de:,L'artère splénique,L'artère mésentérique inférieure,L'artère phrénique droite,L'artère mésentérique supérieure,L'artère gastrique gauche,AD
théme 14,le duodénum et pancrèas,4,(Juillet 2002),Le canal cholédoque:,Croise la face postérieure de la portion fixe du premier duodénum,S'insinue entre l'artère et la veine pancréatico-duodénale supérieures droites,Se termine avec le canal pancréatique accessoire dans l'ampoule hépato-pancréatique,"Derrière le pancréas, il est intimement accolé au tronc de la veine porte","Dans son trajet rétro-pancréatique, il croise l'artère et la veine mésentérique supérieures",AD
théme 14,le duodénum et pancrèas,5,,Le duodéno-pancréas:,Est entièrement rétro-péritonéal,Est limité en arrière par le fascia de TREITZ,Est fixe,Est vascularisé en partie par des branches de l'artère hépatique,Est situé à droite de l'artère mésentérique supérieure,A
théme 14,le duodénum et pancrèas,6,,"Parmi les artères suivantes, quelles sont celles qui participent directement ou par leur(s) branche(s) à la vascularisation du duodénopancréas?",L'artère mésentérique supérieure,L'artère hépatique,L'artère rénale gauche,L'artère gastro-épiploïque droite,L'artère splénique,ABE
théme 14,le duodénum et pancrèas,7,,Le deuxième duodénum:,Est disposé verticalement dans l'espace,Est mobile,Est solidaire de la tête du pancréas,Reçoit les canaux biliaires et pancréatiques,Se projette à droite du rachis lombaire,ACDE
théme 14,le duodénum et pancrèas,8,,Le premier duodénum:,Est intimement lié à la queue du pancréas,Est fixe dans sa majeure partie,Reçoit les sécrétions bilio-pancréatiques,Est en rapport avec l'artère gastroduodénale,Est en rapport avec le cholédoque,BDE
théme 14,le duodénum et pancrèas,9,,La queue du pancréas:,Est en partie intra-péritonéale,Est en rapport avec l'arrière cavité des épiploons,Est en rapport avec la veine splénique,Est en rapport avec le deuxième duodénum,Est vascularisé par des branches de l'artère mésentérique inférieure,ABC
théme 14,le duodénum et pancrèas,10,,Le deuxième duodénum:,Est entièrement rétro-péritonéal,Est fixe,Constitue le lieu de terminaison habituel des canaux bilio-pancréatiques,Est disposé horizontalement dans l'abdomen,Est intimement solidaire du pancréas,ABCE
théme 14,le colon,1,(Janvier 2020),Le colon:,La situation médio-caecale de l'appendice est la variante anatomique la moins fréquente.,Le colon ascendant est mobile.,L'angle colique droit forme un angle aigu ouvert en caudal et ventral. Il est fixe.,Le colon droit s'étend depuis le cæcum jusqu'à l'angle colique gauche.,Le colon descendant répond en latéral à la paroi avec où il délimite la gouttière pariétocolique gauche.,CE
théme 14,le colon,2,(Juillet 1997),Le mésocolon transverse:,Partage la cavité péritonéale en deux régions.,Renferme entre ses feuillets l'arcade de Riolan.,Est un fascia.,Renferme des branches du tronc coeliaque.,Constitue une limite de l'arrière cavité des épiploons.,ABE
théme 14,le colon,3,(Juillet 1997),Le côlon transverse:,Est en rapport avec la grande courbure gastrique.,Fait partie des segments mobiles du colon.,Est vascularisé par l'arcade de Riolan.,Est vascularisé par les branches du tronc coeliaque.,Son méso contribue à limiter l'arrière cavité des épiploons.,ABCE
théme 14,le colon,4,,L'arcade de Riolan:,Est une arcade veineuse reliant la veine mésentérique inférieure à la veine mésentérique supérieure.,Est une arcade veineuse anastomosant le système porte cave inférieure.,Est une arcade artérielle reliant l'artère colique supérieure droite et l'artère colique supérieure gauche.,Participe à la vascularisation de la grande courbure gastrique.,Chemine dans le mésocolon transverse.,CE
théme 14,le colon,5,(Juillet 1997),Le mésocolon transverse:,Partage la cavité péritonéale en deux régions.,Renferme entre ses feuillets l'arcade de Riolan.,Est un fascia.,Renferme des branches du tronc coeliaque.,Constitue une limite de l'arrière cavité des épiploons.,ABE
théme 14,le colon,6,,Le colon transverse:,Est en rapport avec la grande courbure gastrique.,Fait partie des segments mobiles du colon.,Est vascularisé par l'arcade de Riolan.,Est vascularisé par les branches du tronc coeliaque.,Son méso contribue à limiter l'arrière cavité des épiploons.,ABCE
théme 14,la rate,1,(Janvier 2020),La rate:,Sa face diaphragmatique est la face la plus étendue,"La face diaphragmatique se projette sur les 10ème, et côtes",Sa base ou face colique présente le hile de la rate,L'artère splénique est une artère spléno-pancréatico-gastro-omentale,La veine splénique se porte transversalement de gauche à droite en se plaçant au-dessus de l'artère splénique,AD
théme 14,la rate,2,(Juillet 2002),La veine splénique:,Chemine transversalement de gauche à droite en se plaçant au-dessus de l'artère splénique,Passe dans la pince aortico-mésentérique,Forme derrière le corps du pancréas avec la veine mésentérique inférieure le tronc spléno-mésaraïque,Reçoit la veine gastrique gauche,Reçoit la veine gastro-épiploïque gauche,CE
théme 14,la rate,3,(Novembre 1999),L'artère splénique:,naît du tronc coeliaque,donne des branches à l'oesophage,donne des branches à l'estomac,donne des branches à la queue du pancréas,donne des branches au colon transverse,ACD
théme 14,la rate,4,(Juillet 1999 & Juillet 1997),La veine splénique:,chemine en arrière du bord de la queue du pancréas,s'anastomose directement avec la veine mésentérique supérieure,fait partie du système porte,reçoit des branches le long de la grosse tubérosité gastrique,reçoit des branches venant du rein gauche,C
théme 14,la langue,1,(Janvier 2020),La région rétrostylienne:,Est appelée région rétroparotidienne.,Elle correspond au plan vertébral C1-C2.,Elle est le lieu de passage du nerf facial.,Elle est le lieu de passage de la veine jugulaire externe.,Elle est le lieu de passage du nerf glossopharyngien (IX).,"A, B, C"
théme 14,la langue,2,(Juillet 2004),Choisir la (les) bonne(s) réponse(s):,Les bourgeons du goût se trouvent au niveau des papilles caliciformes.,La surface des deux-tiers antérieurs de la langue est hérissée de papilles.,Le muscle de la langue est constitué de fibres musculaires lisses.,Le ligament alvéolo-dentaire maintient les dents dans les cavités alvéolaires de la mandibule et du maxillaire supérieur.,Le plancher de la bouche est tapissé d'un épithélium pavimenteux simple.,?
théme 14,la langue,3,(Novembre 2003),La langue:,Est constituée de deux portions.,Sa portion fixe est oblique et postérieure.,Les muscles qui les constituent sont tous pairs et symétriques.,Son innervation motrice est exclusivement assurée par le nerf hypoglosse.,"Sa face ventrale est recouverte par une muqueuse épaisse, rugueuse et opaque.","B, D"
théme 14,la langue,4,(Décembre 1998),"En avant du V lingual, l'innervation sensitive de la langue est assurée par:",Le nerf facial.,Le nerf grand hypoglosse.,Le nerf glosso-pharyngien.,Le nerf lingual.,Le nerf vague.,D
théme 14,la langue,5,,"Quels sont, de dedans en dehors, les éléments musculo-aponévrotiques constituant la langue:",La ligne blanche.,Le muscle génio-glosse.,Le muscle platoglosse.,Le muscle styloglosse.,Le muscle digastrique.,"B, C, D, E, F"
théme 14,la langue,6,,"Parmi les éléments anatomiques suivants, quels sont ceux qui constituent le squelette ostéofibreux de la langue?",L'os hyoïde.,La membrane hyoglossienne.,La membrane thyrohyoïdienne.,Le septum lingual.,Le muscle génio-glosse.,"A, B"
théme 14,la langue,7,,"Avec l'artère linguale, deux des branches directes de la carotide externe assurent la vascularisation de la langue. Quelles sont-elles?",L'artère palatine ascendante.,L'artère maxillaire interne.,L'artère pharyngienne ascendante.,L'artère stylo-mastoïdienne.,L'artère faciale.,B
théme 14,la langue,8,,"Parmi les muscles suivants de la langue, un seul est impair, lequel?",Le muscle génio-glosse.,Le muscle lingual supérieur.,Le muscle lingual inférieur.,Le muscle amygdaloglosse.,Le muscle hyoglosse.,B
théme 14,la langue,9,,L'innervation motrice des muscles de la langue est tributaire du:,Nerf trijumeau.,Nerf grand hypoglosse.,Nerf glosso-pharyngien.,Nerf facial.,Nerf I,CD
théme 14,la langue,10,,"Parmi les paires suivantes, quelle(s) est (sont) celle(s) qui assure(nt) l'innervation sensitivo-sensorielle de la base de la langue:",Le glosso-pharyngien.,Le grand hypoglosse.,Le trijumeau.,Le spinal.,Le vague.,"A, B"
théme 14,le foie,1,(Janvier 2020),Le foie:,Le segment postérieur du sillon antéro-postérieur gauche contient le reliquat fibreux de la veine ombilicale.,"Le lobe carré est situé au-devant du sillon transverse, entre le sillon ombilical et la fossette cystique.","La veine sus-hépatique médiane ou sagittale, chemine dans la fissure porte principale.",La veine sus-hépatique droite et la veine sus-hépatique médiane sagittale sont souvent fusionnées avant leur terminaison en un tronc commun.,le ligament falciforme ou ligament suspenseur du foie divise le foie en foie droit et foie gauche,BC
théme 14,le foie,2,(Janvier 2020),Le foie:,La branche droite de la veine porte irrigue la totalité du lobe droit.,Le segment IV appartient au lobe droit et au foie gauche.,Le segment VIII est visible sur la face inférieure du foie.,Le segment VI est postérieur par rapport au segment VII.,Le segment III est situé à gauche du ligament falciforme.,E
théme 14,le foie,3,(Janvier 2020),Le pédicule hépatique:,Les deux canaux hépatiques droit et gauche convergent l'un vers l'autre et se réunissent généralement sur le flanc droit de la bifurcation de la veine porte où ils forment le confluent biliaire supérieur.,L'artère hépatique propre se situe à droite du canal hépatique commun.,Le canal hépatique commun se situe en avant de la veine porte.,La veine porte constitue la limite postérieure du foramen épiploïque.,"La veine porte, le canal cholédoque et l'artère hépatique propre sont contenus dans le bord libre du grand omentum.",AC
théme 14,le foie,4,(Janvier 2020),L'artère hépatique:,Une artère hépatique droite se détachant de l'artère mésentérique supérieure est présente dans près de la moitié des cas.,L'artère hépatique gauche est une branche constante de l'artère gastrique gauche.,L'artère hépatique propre se détache de l'artère hépatique commune après la naissance de l'artère gastroduodénale.,L'artère gastrique droite se détache de l'artère hépatique commune.,"La branche gauche de l'artère hépatique propre chemine au-dessous du canal hépatique gauche, appliquée sur la face antérieure de la branche portale gauche.",CE
